"42M_lib74072_3832_1","42S_lib74073_3832_1","42T1","42T2_lib74075_3782_7","42T3_lib74076_3832_1","42T4_lib74077_3766_1"
"3_183679574",3.9,0.53015427769986,0.695652173913043,0.249602182314162,NA,1.12549889135255
"3_185337427",0,0.106649111257406,0.238509316770186,0.778171509567683,NA,0.34390243902439
"3_186407818",2.68965517241379,0.275042444821732,0.379446640316206,0,NA,0.655052264808362
"3_186607593",8.91428571428571,0.261290322580645,0.177613320999075,0.0881927710843374,NA,0.982578397212543
"3_195399249",0,0.52258064516129,0.0604914933837429,0.0689006024096386,NA,0.202295552367288
"3_195399268",3.80487804878049,0.514013749338974,0.0556521739130435,0.0531281753520105,NA,0.156319290465632
"3_195410554",12,0.155994222436206,0.0695652173913043,0.0551204819277109,NA,0.152845528455285
"3_195412832",5.85,0.380058651026393,0.134642356241234,0.375288387592925,NA,0.156319290465632
"3_195706904",11.7,0.186635944700461,0,0.419965576592083,NA,0
"3_197574755",2.4375,1.98220244716352,1.93517786561265,1.87888947092719,NA,1.73263824241296
"3_197846843",NA,NA,NA,NA,NA,NA
"4_53617",NA,NA,NA,NA,NA,NA
"4_53618",NA,NA,NA,NA,NA,NA
"4_60570",9.75,0.458404074702886,NA,0.826807228915663,0.61231884057971,0.72400513478819
"4_67547",11.4705882352941,0.598790322580645,NA,0.187644193796462,0.801581027667984,0.292682926829268
"4_1230728",2.6,0.316715542521994,NA,0.137801204819277,0,0.736933797909408
"4_16675745",1.59183673469388,1.07834101382488,NA,1.90219702338767,2.40912330719886,1.65582655826558
"4_20482159",0,2.16240266963293,NA,3.05282669138091,2.04106280193237,1.47386759581882
"4_70172508",2.9620253164557,0.232258064516129,NA,0.146987951807229,0.354967443814325,0.0818815331010453
"4_70172513",4.10526315789474,0.234867705690468,NA,0.198186002436713,0.413962033067973,0.165736115192477
"4_72675829",0,0,NA,0,0,0
"4_79792082",2.16666666666667,0.113604488078541,NA,0,0.153079710144928,0.750332594235033
"4_83406758",1.2,0.0669975186104218,NA,0.669320137693632,0.718454106280193,0.322408536585366
"4_86938317",8.35714285714286,0.137521222410866,NA,0.232086239695625,0,0.34390243902439
"4_96073753",5.57142857142857,0.0901001112347052,NA,0.122489959839357,0.267193675889328,0
"4_101109029",0,0.0187978649338594,NA,0,0,0
"4_106155653",1.85084745762712,2.10483870967742,NA,1.82008571197542,1.98439873547645,1.80717360114778
"4_106193653",2.6,0.48991935483871,NA,0,0.168915542228886,0
"4_107288114",17.0625,1.81767180925666,NA,1.79651941097724,2.44927536231884,1.25055432372506
"4_111539593",0,0.315350389321468,NA,0.0156370161497052,0,0.575013724413771
"4_114119995",0,1.69485614646905,NA,1.79651941097724,2.3648175912044,1.71951219512195
"4_120072001",0,0,NA,0,0,0
"4_156825417",0,0,NA,0,0,0
"4_159161692",0,0.254917387883556,NA,0.440963855421687,0.432225063938619,0
"4_188924718",0,0.311471907712027,NA,2.16101492060959,1.89355742296919,1.22133576475952
"5_256673",3.71428571428571,0.423714036617262,0.287856071964018,0.275602409638554,0.459239130434783,0
"5_1280152",0,1.40694789081886,2.35451505016722,1.33625410733844,2.11829220524873,1.9344512195122
"5_4830458",1.56,1.32595089070775,1.35038363171355,1.95983935742972,2.25333333333333,1.65073170731707
"5_15616330",8.35714285714286,0,0.139130434782609,0.163319946452477,0.699792960662526,0.458536585365854
"5_21491760",7.42857142857143,0.124423963133641,0.162619988706945,0.264578313253012,0.638941398865784,0.299045599151644
"5_52216174",1.8,1.94182971972501,2.04436557231588,1.93455110765643,1.95205404816389,1.49818884327457
"5_55128485",0,1.59973666886109,2.15427769985975,2.5197934595525,1.93663633299629,1.84233449477352
"5_61738690",21.5172413793103,1.5536181342633,1.69565217391304,1.52641334569045,1.08856682769726,1.52845528455285
"5_68309890",0,0,0.194135490394338,0,0,1.58724202626642
"5_68661710",0,1.92529711375212,0.642140468227425,1.52056501869547,1.37159420289855,2.29268292682927
"5_74916405",5.2,2.32258064516129,0,0,0.122463768115942,0.573170731707317
"5_90352235",11.7,0,0,0,0,0
"5_100147493",0,2.13448432530668,1.83652173913043,2.03521779425394,2.05055611729019,1.21377331420373
"5_115361827",0.951219512195122,1.72912713472486,1.83652173913043,2.13900377629923,1.96745070087907,1.77880571909167
"5_121736951",0,0,0,1.10240963855422,0,0
"5_122737791",3.39130434782609,0,0,0.200438116100767,0.174948240165631,0.606886657101865
"5_134364968",1,1.99810246679317,2.11973594354655,1.84677170219339,1.89505976938538,1.90735806517729
"5_140237197",0,1.88129032258065,1.49832775919732,1.46987951807229,2.35130434782609,2.03794037940379
"5_145888687",12.48,0.717267552182163,0.40920716112532,0.587951807228916,0.408212560386473,1.55310778914241
"5_170827311",3.39130434782609,0.282476024411508,0.556521739130435,0.293975903614458,0.489855072463768,1.28963414634146
"5_175353728",2.13698630136986,0.18020022246941,0.0813099943534726,0.241152108433735,0.384200056834328,0.319909245604084
"5_175528350",0,1.19447004608295,1.39130434782609,1.25989672977625,1.30628019323671,2.75121951219512
"5_175533585",18.5714285714286,0.746543778801843,1.21178120617111,0.755938037865749,0.979710144927536,2.38086303939962
"6_1053960",1.52941176470588,0.0653225806451613,0.134642356241234,0,0.330983157070114,0.573170731707317
"6_1053982",2.05263157894737,0.139354838709677,0.149068322981366,0,0.429697431985761,1.04212860310421
"6_7727522",4.10526315789474,0.153700189753321,0.165303486870426,0,0,0.221872541306058
"6_8412105",0,2.25,2.70740305522914,2.0130958617077,1.74170692431562,1.87583148558758
"6_28499704",1.41818181818182,1.99810246679317,2.0460358056266,2.24805102763997,1.76892109500805,1.91056910569106
"6_32732685",0,0.0348387096774194,1.05668684645019,0.0247732503045891,NA,0
"6_38795911",0.876404494382023,1.73276740237691,1.75304347826087,1.7783727502603,2.04650563607085,1.4459534368071
"6_56335108",3.54545454545455,2.0365275142315,1.92987377279102,1.97673452430411,1.95942028985507,1.73927670311186
"6_57415420",8.35714285714286,0.232258064516129,0,0,0.306159420289855,0.429878048780488
"6_57472212",7.8,0.190029325513196,0.122762148337596,0.259390503189228,0.168915542228886,NA
"6_70866386",0,0.248847926267281,0.338425381903643,0.133534136546185,0,0.591869918699187
"6_71508369",6,0.169779286926995,0,0.36144578313253,0.41407867494824,0.487804878048781
"6_89614281",8.66666666666667,0.420757363253857,0,0,0.322061191626409,1.04529616724739
"6_122733496",8.66666666666667,0.21505376344086,0.0945179584120983,0.451807228915663,0.41407867494824,0.40650406504065
"6_128388566",4.72727272727273,0.3584229390681,0.543478260869565,0.200803212851406,0.299850074962519,0.443458980044346
"6_129478708",0,0.416233090530697,0,0,0.15255530129672,0
"6_132043246",0,0,0.347826086956522,0,0,0
"6_137193320",3.83606557377049,0.2389486260454,0.25879917184265,0.344234079173838,0.337040781934614,0.207576543850545
"6_137193331",3.71428571428571,0.263331138907176,0.25879917184265,0.415454923140839,0.331262939958592,0.207576543850545
"6_145021193",7.02,0.148883374689826,0.15255530129672,0.049176297024834,0.0527009222661397,0.20611473720371
"6_169115251",2.51612903225806,0,0,0,0.111482720178372,0.609756097560976
"7_2304108",0,NA,NA,2.84235246069022,NA,NA
"7_2985361",24.96,NA,NA,1.01430722891566,NA,NA
"7_4107660",0,NA,NA,1.46702062487237,NA,NA
"7_7421365",1.625,NA,NA,0.0932696302451184,NA,NA
"7_33946413",0.975,NA,NA,2.30621433100824,NA,NA
"7_34724147",0,NA,NA,0,NA,NA
"7_36713401",1.77272727272727,NA,NA,2.3839085154176,NA,NA
"7_44089950",0,NA,NA,2.33356957240728,NA,NA
"7_44214437",9,NA,NA,0,NA,NA
"7_51450034",0,NA,NA,0.235201676270299,NA,NA
"7_55565251",10.6363636363636,NA,0.925428194993412,1.58658983761131,3.00629897065601,1.46565741519484
"7_56059458",13.7647058823529,1.5241935483871,NA,0.681927710843374,NA,NA
"7_62752443",11.1428571428571,NA,NA,0.547977624784854,NA,NA
"7_73649848",0.906976744186047,NA,NA,0.772805507745267,NA,NA
"7_77234109",8.06896551724138,NA,NA,0.854153455928979,NA,NA
"7_83606595",6.5,NA,NA,0.395827211284161,NA,NA
"7_84670099",0,NA,NA,1.77212297465725,NA,NA
"7_85795472",0,NA,NA,0.257601835915089,NA,NA
"7_91956939",12.48,NA,NA,1.30577482343166,NA,NA
"7_101192442",4.10526315789474,NA,NA,0.746157041960947,NA,NA
"7_122768825",0,NA,NA,1.10458588279821,NA,NA
"7_124463861",0,NA,NA,1.90068381634647,NA,NA
"7_126547334",0,NA,NA,0.569435637285986,NA,NA
"7_126547339",0,NA,NA,0.601070950468541,NA,NA
"7_131618255",6,NA,NA,0.491785323110624,NA,NA
"7_133622892",1.47169811320755,NA,NA,2.43433734939759,NA,NA
"7_143683174",0,NA,NA,0.644004589787722,NA,NA
"7_143683188",0,NA,NA,0.644004589787722,NA,NA
"7_143771539",0.582089552238806,NA,NA,2.15041532589987,NA,NA
"8_6679300",4.5,0.544354838709677,0.20703933747412,0.389672977624785,NA,0.491289198606272
"8_21848179",7.8,0.803970223325062,0.68649885583524,0.409156626506024,NA,1.0189701897019
"8_26513312",0,0.307400379506641,0.652173913043478,0.401133947554926,NA,2.29268292682927
"8_26628281",0,0,0.191815856777494,0,NA,0
"8_29886083",0,0,0.478260869565217,0,NA,0
"8_37555933",0,0,0,0,NA,0.529080675422139
"8_41504753",0,0,0.271739130434783,0,NA,0
"8_66289902",0.829787234042553,1.95180722891566,1.01757631822387,1.80510276399717,NA,1.75077605321508
"8_72936377",0,1.5241935483871,0,0,NA,0
"8_82606991",0,1.61129032258065,0.973084886128364,0.623714369673817,NA,1.62706530291109
"8_93328805",4,0,0.197628458498024,0.100283486888731,NA,0
"8_101937239",0,2.21917808219178,0.862068965517241,1.87530120481928,NA,2.10162601626016
"8_141542261",0,0.0791788856304985,0.176263219741481,0.0811818703384968,NA,0
"9_20740355",1.85714285714286,0.230414746543779,0,0.120481927710843,0,0.848356309650053
"9_38068093",0,1.84879032258065,NA,1.67775865366227,NA,NA
"9_66457106",5.63855421686747,0.105645161290323,0.142292490118577,0.0841886062769597,NA,NA
"9_66457108",6.57831325301205,0.104340900039825,0.185507246376812,0.0821599651618522,NA,NA
"9_66457127",6.13483146067416,0.147411852963241,0.0897615708274895,0.111183865898376,NA,NA
"9_66457151",7.97727272727273,0.206136900078678,0.212954747116238,0.145091002307101,NA,NA
"9_68429257",0,0.391278375149343,NA,0,NA,NA
"9_68433749",2.6,0.528225806451613,NA,0,NA,NA
"9_68433763",2.88888888888889,0.545265348595213,NA,0,NA,NA
"9_70484619",4.58823529411765,0.650124069478908,NA,0.284136546184739,NA,NA
"9_82268914",0,0.954214360041623,NA,0.73943968645667,NA,NA
"9_103260966",1.44444444444444,0.277102062400846,NA,0.0695844602901401,NA,NA
"9_127975852",1.1304347826087,0.179821551132464,NA,0.196709916589435,NA,NA
"10_5005941",1.11428571428571,0.18700327255727,0.0925069380203515,NA,NA,NA
"10_5014345",1.25806451612903,0.264410364886304,0.0224114746750336,NA,NA,NA
"10_16824096",6.88235294117647,0.537634408602151,0.289855072463768,NA,NA,NA
"10_36811706",11.7,0.0672043010752688,0,NA,NA,NA
"10_45487481",0,2.05837173579109,2.02456023896449,NA,NA,NA
"10_51785339",0,NA,NA,NA,NA,NA
"10_69666142",4,NA,0.271739130434783,0.109988340458609,0.114663256606991,NA
"10_70139328",4.72727272727273,NA,0,0.0921523933572126,0.615560640732265,NA
"10_75564395",4.58823529411765,NA,0.241545893719807,0.213102409638554,0.730978260869565,NA
"10_81993310",10.1739130434783,NA,0,0,0.16243961352657,NA
"10_92676187",11.1428571428571,NA,0.120772946859903,0.131139944392956,0.32487922705314,NA
"10_105048270",6,NA,0,0,0,NA
"10_127585097",0,NA,0.0959079283887468,0,0.0639106676170112,NA
"10_127585099",0,NA,0.124223602484472,0,0.064975845410628,NA
"11_1268304",3.25,0.186635944700461,0.0907372400756144,0,0.376811594202899,0.644817073170732
"11_1272788",0,2.10009044317154,1.72256728778468,2.12001853568119,1.73570694967477,2.11632270168856
"11_4936283",2.75294117647059,1.7671809256662,2.03605514316013,1.94323054931591,1.96926662296992,1.90314941984371
"11_6261559",1.48571428571429,1.8494623655914,1.95597598690195,2.05009511731135,1.88798309178744,1.77498033044847
"11_9754248",3,2.27208976157083,1.4209065679926,2.20481927710843,1.5848252344416,2.3717409587889
"11_20805269",0.342105263157895,0.721473278767453,0,0.015258264893484,0,0.0554681353265146
"11_32451995",7.09090909090909,0.475073313782991,0.463768115942029,0.853478429848426,0.587826086956522,1.10048780487805
"11_46678478",5.47368421052632,0,0.169212690951821,0.386810399492708,0.0689936721779955,0.171951219512195
"11_49875997",6.5,2.53372434017595,2.01499250374813,2.08877615726062,2.26086956521739,1.14634146341463
"11_64507863",0,0.748847926267281,1.92028985507246,2.23114680946006,1.24860646599777,1.33037694013304
"11_71279725",3.39130434782609,0,0.494071146245059,0.380469245402663,0.0999500249875063,0.187617260787993
"11_71279817",1.3,0.182592818015825,0.189035916824197,0.219058050383352,0.072463768115942,0.356930398572278
"11_72361970",5.2,0.614439324116743,0,0.344234079173838,0,1.25435540069686
"11_94602309",9,0.3584229390681,0.197628458498024,0.688468158347676,0.527009222661397,0.487804878048781
"12_12980030",4.58823529411765,2.3889400921659,1.23671497584541,1.31139944392956,NA,2.29268292682927
"12_19460447",0,0.52258064516129,0,0,NA,0
"12_27540087",4,0.174193548387097,0.362948960302457,0,NA,0.443745082612116
"12_27915585",8.66666666666667,0.559907834101382,1.04347826086957,0.284136546184739,NA,0.573170731707317
"12_31253734",7.3125,0,0.130434782608696,0.106551204819277,NA,0
"12_39716416",7.09090909090909,0.787450287229342,0.0745341614906832,0.358909321496512,NA,0.335514574657942
"12_40709134",1.59183673469388,1.96632039365774,1.8646346929628,2.07151625369402,NA,2.26940695802897
"12_43945218",2.68965517241379,0,0.134642356241234,0.309967141292443,NA,0
"12_53090167",0,1.00496277915633,0,0,NA,0.0859756097560976
"12_54108600",6.15789473684211,0.267990074441687,0.298136645962733,0,NA,0
"12_54383214",3.07086614173228,1.91504708475255,1.80795163915369,1.13654618473896,NA,1.59161459383189
"12_55805683",1.52442996742671,2.34260289210234,1.86220735785953,1.88153834851602,NA,2.4166117336849
"12_66275432",0,0,0,0.454618473895582,NA,0
"12_66628955",0,0,1.86220735785953,0.601700921332388,NA,0.917073170731707
"12_80878286",0.557142857142857,2.21091811414392,1.84746970776907,1.60149689667762,NA,1.60487804878049
"12_89984601",11.5555555555556,0.486121530382596,0.782608695652174,0.340963855421687,NA,1.63763066202091
"12_101761904",4.875,0.633431085043988,0.61381074168798,0.454618473895582,NA,0.208425720620843
"12_102046303",1.27868852459016,0.18020022246941,0.425909494232476,0.413289521723257,NA,0
"12_104413541",0,0,0.481605351170569,0,NA,0
"12_108589596",0,1.76873449131514,1.64219529579473,2.24891053576006,NA,1.95302619692864
"12_111537985",4.33333333333333,0,0.481605351170569,0,NA,0.859756097560976
"12_112685781",18.3529411764706,0.597235023041475,0.772946859903382,0.549941702293043,NA,0.859756097560976
"12_126135481",1.3448275862069,1.58640552995392,1.99621928166352,0.852409638554217,NA,1.62572062084257
"12_129566491",2.38775510204082,1.18451612903226,2.52539276580197,0.630041906757465,NA,1.47386759581882
"12_130015672",2.68965517241379,1.90029325513196,1.85507246376812,2.17636503460651,NA,2.75121951219512
"12_133331733",0.472727272727273,1.43022071307301,0,0.0154983570646221,NA,0.592935239697225
"12_133787794",NA,NA,NA,NA,NA,NA
"13_23510618",3.54545454545455,0,NA,0.347922301450701,NA,NA
"13_76445400",3.80487804878049,0.0716238381629306,NA,0.0921523933572126,NA,NA
"13_90883005",0,0,NA,0,NA,NA
"14_53110137",0,2.1505376344086,2.17391304347826,2.16867469879518,1.7643352236925,2.84552845528455
"14_64608530",2.4375,0,0.0988142292490119,0.126823081800888,0.15255530129672,1.21951219512195
"14_101005270",1.04,0,0.0339673913043478,0,0.170502983802217,0.0717360114777618
"14_103933349",5.37931034482759,0.597371565113501,0.561009817671809,0.332363938512671,0.61022120518688,0.573888091822095
"14_106173569",0.527027027027027,0.799052974252738,0.966183574879227,1.17494772478343,1.02415458937198,1.25338753387534
"14_106229649",12.48,0.921658986175115,0.181159420289855,0.212615166548547,0.499750124937531,0
"14_106518256",5.85,0,0,0,0,0
"14_107094720",0,0,0.11441647597254,0.507292327203551,0,0
"14_107094736",0,0,0.120772946859903,0.507292327203551,0,0
"15_20867597",28.7368421052632,1.9858064516129,NA,1.55634301913537,2.12980466288595,2.67479674796748
"15_28501183",0,0.314807617567042,NA,0.232086239695625,0.0583160800552105,0.312638580931264
"15_28501192",0,0.129032258064516,NA,0.237077341624563,0.0604759348720701,0.224284199363733
"15_39874776",1.05882352941176,2.16324081020255,NA,1.92215013901761,2.00663523659857,1.84828623616633
"15_48902832",0,NA,NA,NA,NA,0.859756097560976
"15_50882045",7.09090909090909,1.61751152073733,NA,0.696258719086874,1.29667519181586,0.982578397212543
"15_54707019",0,0,NA,1.25989672977625,0,0
"15_57743856",2.57142857142857,2.12136697540722,NA,2.18298938327568,2.04106280193237,2.3717409587889
"15_72968748",8.66666666666667,1.34377880184332,NA,0.322656479576844,0.489855072463768,1.34863701578192
"15_73492864",0,0,NA,0.200438116100767,0,0
"15_74238734",22.2857142857143,1.20595533498759,NA,1.16043119847812,1.4695652173913,2.99045599151644
"15_75702783",2.16666666666667,0.493000608642727,NA,1.2026286966046,0.148440931049627,0
"15_75981945",0,0,NA,0,0.132393262828045,0.146341463414634
"15_91303326",6.32432432432432,0,NA,0,0.122463768115942,0
"15_96824063",0,0.746543778801843,NA,0.472461273666093,0.349896480331263,0.764227642276423
"16_15841689",2.88888888888889,NA,NA,NA,NA,1.03728623493131
"16_20556559",0.886363636363636,NA,NA,NA,NA,1.56579343571213
"16_29096655",1.625,NA,NA,NA,NA,0.147819660014782
"16_33393407",8.66666666666667,NA,NA,NA,NA,0
"16_33404530",0,NA,NA,NA,NA,0
"16_53340380",0,NA,NA,NA,NA,1.74216027874564
"16_55735710",4,NA,NA,NA,NA,0.83283759666865
"16_69988463",0,NA,NA,NA,NA,0
"16_71012646",3.25,NA,NA,NA,NA,1.12570356472796
"17_5126838",0,0.507096774193548,NA,0.524559777571826,0.377279102384292,NA
"17_6463919",5.2,0.528225806451613,NA,0.296490309062336,0.730978260869565,NA
"17_8812613",4.33333333333333,0.201228878648233,NA,0.309967141292443,0,NA
"17_9282136",0,0.108354011579818,NA,0,0.155942028985507,NA
"17_12266574",0,0.124288425047438,NA,0,0.32487922705314,NA
"17_14095752",1.47169811320755,0.218576195773081,NA,0.0874266295953043,0,NA
"17_18445524",1.44444444444444,0,NA,NA,0.64975845410628,NA
"17_26856414",0,2.19741935483871,NA,2.55722891566265,1.91249658189773,NA
"17_30321616",2.00858369098712,2.03919729932483,NA,2.08550707685109,2.05923448532144,NA
"17_30462698",10.7586206896552,0.650124069478908,NA,0.401133947554926,0,NA
"17_32685125",1.25806451612903,1.45478582760444,NA,0,0,NA
"17_33318204",10.8837209302326,0.24147465437788,NA,0.426204819277108,0.33416149068323,NA
"17_33520900",2.05263157894737,0.807176513229431,NA,1.13654618473896,1.12852784134249,NA
"17_33586137",0.906976744186047,0.917900581702803,NA,0.864883925947693,0.809698996655518,NA
"17_35879008",0,0.325062034739454,NA,0.12628290941544,0.134432783608196,NA
"17_38787296",2.88888888888889,0.0939068100358423,NA,0.113654618473896,0.371290545203589,NA
"17_39535268",0.886363636363636,0.628632364702746,NA,0,0,NA
"17_41020568",0,1.10675883256528,NA,0.951527038386103,1.1590285938112,NA
"17_44342752",0,0.42258064516129,NA,0.109988340458609,0.134432783608196,NA
"17_57685253",6.5,0.165898617511521,0.177613320999075,0.275602409638554,0.521122417514647,0
"17_58147228",2.64406779661017,0.282476024411508,0.0485338725985844,0.265640876760052,0.340177133655395,0.10917537746806
"17_58288232",8.47826086956522,1.02244039270687,0.112808460634548,0.264578313253012,0,0.382113821138211
"17_63631981",0.380487804878049,2.07012622720898,1.80051150895141,1.99075915311732,1.96415318910593,1.97046802900461
"17_74527255",2.88888888888889,2.27791563275434,2.37591973244147,1.79651941097724,1.78129117259552,2.80216802168022
"18_48399",NA,NA,NA,NA,NA,NA
"18_10637362",0,0,NA,0.734939759036145,0.341759352881699,0.625277161862528
"18_14124235",5.47368421052632,0.406451612903226,NA,0.45227062094532,0.212980466288595,0.550243902439024
"18_28956772",1.68648648648649,1.46642527978934,NA,0,0.0406518732335077,0.576171625590602
